DATE,SP500
04/19/2021,4163.26
04/20/2021,4134.94
04/21/2021,4173.42
04/22/2021,4134.98
04/23/2021,4180.17
04/26/2021,4187.62
04/27/2021,4186.72
04/28/2021,4183.18
04/29/2021,4211.47
04/30/2021,4181.17
05/03/2021,4192.66
05/04/2021,4164.66
05/05/2021,4167.59
05/06/2021,4201.62
05/07/2021,4232.6
05/10/2021,4188.43
05/11/2021,4152.1
05/12/2021,4063.04
05/13/2021,4112.5
05/14/2021,4173.85
05/17/2021,4163.29
05/18/2021,4127.83
05/19/2021,4115.68
05/20/2021,4159.12
05/21/2021,4155.86
05/24/2021,4197.05
05/25/2021,4188.13
05/26/2021,4195.99
05/27/2021,4200.88
05/28/2021,4204.11
05/31/2021,.
06/01/2021,4202.04
06/02/2021,4208.12
06/03/2021,4192.85
06/04/2021,4229.89
06/07/2021,4226.52
06/08/2021,4227.26
06/09/2021,4219.55
